data-hora,id,conteudo,candidato,tweet_limpo
2022-07-30 23:36:22+00:00,1553524934202253320,"@LulaOficial Na Assembléia do Sindicato, FORA BOLSONARO, NÃO DEU CERTO..👍👍👍😁😁 https://t.co/di2qDk86ly",bolsonaro," na assembléia do sindicato, fora bolsonaro, não deu certo..👍👍👍😁😁 "
2022-07-30 23:36:21+00:00,1553524931673178117,@VitorDasMitadas @MuskDontBanMe @lavagiro Vai pedir lula livre na net mano,bolsonaro,   vai pedir lula livre na net mano
2022-07-30 23:36:20+00:00,1553524928183508993,@geraldoalckmin @LulaOficial @PSBNacional40 @ptbrasil @csiqueirapsb Falso! Dá asco olhar tanta podridão!,bolsonaro,     falso! dá asco olhar tanta podridão!
2022-07-30 23:36:19+00:00,1553524924676972544,"Chapas fortíssimas de esquerda no RS, SP e RJ. Podemos até não levar no RS e RJ, mas garantirá a vitória do Lula no primeiro turno 🙏🏻👏🏻 #Lula13 CONFIRMA",bolsonaro,"chapas fortíssimas de esquerda no rs, sp e rj. podemos até não levar no rs e rj, mas garantirá a vitória do lula no primeiro turno 🙏🏻👏🏻  confirma"
2022-07-30 23:36:16+00:00,1553524911116795904,Até a logomarca é vermelha; Começa com L de Lula. É só apertar 13 e Confirmar!!! https://t.co/RSSeywYCx2,bolsonaro,até a logomarca é vermelha; começa com l de lula. é só apertar 13 e confirmar!!! 
2022-07-31 00:00:57+00:00,1553531121018732544,NA FRENTE DE BOLSONARO! O Presidente foi SURPREENDlD0 AGORA e ACABOU DE ... https://t.co/BF7ufJ5FnO via @YouTube,bolsonaro,na frente de bolsonaro! o presidente foi surpreendld0 agora e acabou de ...  via 
2022-07-31 00:00:55+00:00,1553531114819551237,"@cartacapital Se as forcas armadas participarem desse ato ficarão totalmente DESMORALIZADAS, já já causa repulsa na maioria da população irão ficar repugnantes fardados, espero que eles queiram melhorar a imagem dessa farda e entrarem no chiqueiro do Bolsonaro.",bolsonaro," se as forcas armadas participarem desse ato ficarão totalmente desmoralizadas, já já causa repulsa na maioria da população irão ficar repugnantes fardados, espero que eles queiram melhorar a imagem dessa farda e entrarem no chiqueiro do bolsonaro."
2022-07-31 00:00:55+00:00,1553531114257620993,Esse super Man é do caralho msm hahaha🇧🇷🇧🇷🇧🇷 @marcoa_costa #BolsonaroNoPrimeiroTurno #BolsonaroReeleitoEm2022 #BolsonaroReeleito2022 @jairbolsonaro @JoaquinTeixeira @JovemPanNews https://t.co/3gU0VbHt2p,bolsonaro,esse super man é do caralho msm hahaha🇧🇷🇧🇷🇧🇷        
2022-07-31 00:00:54+00:00,1553531110461685766,@OGloboPolitica Bolsonaro  mais 6 mil militares que trabalham em seu governo e seus familiares e amigos encherão às ruas.,bolsonaro, bolsonaro  mais 6 mil militares que trabalham em seu governo e seus familiares e amigos encherão às ruas.
2022-07-31 00:00:54+00:00,1553531109299953664,"@BolsonaroSP @tarcisiogdf @jairbolsonaro Os cristão q nunca foram pra igreja.
Alguém já viu algum dos Bolsonaro em alguma igreja?",bolsonaro,   os cristão q nunca foram pra igreja.alguém já viu algum dos bolsonaro em alguma igreja?
2022-07-31 00:00:52+00:00,1553531102224064512,@CarlaZambelli38 @jairbolsonaro 💚💛🇧🇷 tá feito 22 neles ✍️ Luci Ribeiro-Joao Pessoa PB 🔊 VOTEI E TORNAREI A VOTA 🇧🇷#primeiroturno✍️ https://t.co/0qLkSFnq4F,bolsonaro,  💚💛🇧🇷 tá feito 22 neles ✍️ luci ribeiro-joao pessoa pb 🔊 votei e tornarei a vota 🇧🇷 
2022-07-31 00:00:52+00:00,1553531102052089857,"@MartinHolistica @ArthurLira_ Antes de publicar MENTIRAS, devia se informar: o PR Bolsonaro, VETOU O ORÇAMENTO SECRETO, sabem quem derrubou O VETO DO ORÇAMENTO SECRETO no Congresso? - O PT! Isso mesmo! https://t.co/GuAIoXVfAs",bolsonaro,"  antes de publicar mentiras, devia se informar: o pr bolsonaro, vetou o orçamento secreto, sabem quem derrubou o veto do orçamento secreto no congresso? - o pt! isso mesmo! "
2022-07-31 00:00:52+00:00,1553531100877709313,"Preocupante, né, Janaína, você agora entendeu que vai ser Bolsonaro no primeiro turno... https://t.co/QCi7NEpqVM",bolsonaro,"preocupante, né, janaína, você agora entendeu que vai ser bolsonaro no primeiro turno... "
2022-07-31 00:00:50+00:00,1553531094988890126,@MARCIOFONSECA77 @AriesBelo O BRASIL NAO VAI ESQUECER!!! 😎 BOLSONARO É GEN0CIDA LADRÃO CORRUPTO TUDO DE RUIM. https://t.co/COOMGjOe1P,bolsonaro,  o brasil nao vai esquecer!!! 😎 bolsonaro é gen0cida ladrão corrupto tudo de ruim. 
2022-07-31 00:00:48+00:00,1553531086566744064,"@PauloMartins10 @jairbolsonaro @ratinho_jr O que o Sr. Fez pelo Brasil,  nunca será esquecido. A queda do imposto sindical foi um enorme passo para um país melhor. Tmj.",bolsonaro,"   o que o sr. fez pelo brasil,  nunca será esquecido. a queda do imposto sindical foi um enorme passo para um país melhor. tmj."
2022-07-31 00:00:48+00:00,1553531084503191552,@monark @MarcioN36492232 Número nas ruas não vale a não ser que seja a favor de Bolsonaro onde há multidões em todos os cantos do Brasil e a velha imprensa ignora. O resto vale até convenção mundial de trigêmeos.,bolsonaro,  número nas ruas não vale a não ser que seja a favor de bolsonaro onde há multidões em todos os cantos do brasil e a velha imprensa ignora. o resto vale até convenção mundial de trigêmeos.
2022-07-31 00:00:48+00:00,1553531083777626112,"@NeideValade Esse bêbado nº 2 em importância|( perde só pro pinguço ladrão), as vzs fala verdade, outras se vira contra Bolsonaro...TÁ SEMPRE BEBAÇO...ESPERO QUE ELE SUMA DO CENARIO E LEVE DE CONTRAPESO O LULARÁPIO...",bolsonaro," esse bêbado nº 2 em importância|( perde só pro pinguço ladrão), as vzs fala verdade, outras se vira contra bolsonaro...tá sempre bebaço...espero que ele suma do cenario e leve de contrapeso o lularápio..."
2022-07-31 00:00:47+00:00,1553531082200465410,"Bolsonaro diz que Forças Armadas vão desfilar 'ao lado do povo' no 7 de Setembro, estaremos  juntos https://t.co/44PiAf5obB #R7 via @portalr7",bolsonaro,"bolsonaro diz que forças armadas vão desfilar 'ao lado do povo' no 7 de setembro, estaremos  juntos   via "
2022-07-31 00:00:45+00:00,1553531074218958848,"Queria saber como o fachin o @LRobertoBarroso e o fux imaginam que vão tirar as digitais deles da degradação institucional a que colocaram o país depois de claramente apoiarem o @SF_Moro e o mesmo apoiar, por exclusão, o bolsonaro agora.",bolsonaro,"queria saber como o fachin o  e o fux imaginam que vão tirar as digitais deles da degradação institucional a que colocaram o país depois de claramente apoiarem o  e o mesmo apoiar, por exclusão, o bolsonaro agora."
2022-07-31 00:00:44+00:00,1553531069000998915,@jairbolsonaro Lula vem aí!,bolsonaro, lula vem aí!
2022-07-31 00:00:44+00:00,1553531066983612416,NÃO SEI COMO EXPLICAR MAS BOLSONARO SEMPRE TEVE RAZÃO NAS SUAS PREVISÕES https://t.co/3PTyXWehdJ,bolsonaro,não sei como explicar mas bolsonaro sempre teve razão nas suas previsões 
2022-07-31 00:00:43+00:00,1553531062999040001,"Espero que se o senhor ganhar, vai apoiar o nosso amado presidente Bolsonaro, porque se for um mau deputado e ficar contra o povo, será o seu fim na política. https://t.co/N7GqobEM8V",bolsonaro,"espero que se o senhor ganhar, vai apoiar o nosso amado presidente bolsonaro, porque se for um mau deputado e ficar contra o povo, será o seu fim na política. "
2022-07-31 00:00:42+00:00,1553531060289503232,"@WhitlockJason Hello Jason. Watched your take with Glenn about family, religion... In Brazil, the war is alike. And President Bolsonaro's foundation is exactly what the left hates the most. He's moving millions wherever he goes..! Presidential election will be held in October...",bolsonaro," hello jason. watched your take with glenn about family, religion... in brazil, the war is alike. and president bolsonaro's foundation is exactly what the left hates the most. he's moving millions wherever he goes..! presidential election will be held in october..."
2022-07-31 00:00:42+00:00,1553531059958169604,"@marcofeliciano @jairbolsonaro Cuidado bozo,teus aliados querem te jogar numa furada,vc não aguenta 3 perguntas q te fizerem q vc não saiba responder,vai passar vergonha.",bolsonaro,"  cuidado bozo,teus aliados querem te jogar numa furada,vc não aguenta 3 perguntas q te fizerem q vc não saiba responder,vai passar vergonha."
2022-07-31 00:00:42+00:00,1553531058167205888,@jairbolsonaro Boa,bolsonaro, boa
2022-07-31 00:00:41+00:00,1553531055155585024,@tarcisiogdf @jairbolsonaro Nao votaria neste sujeito.,bolsonaro,  nao votaria neste sujeito.
2022-07-31 00:00:41+00:00,1553531054144864257,"@Damadeferroofic Bolsonaro deu voz aos tolos, continuou elevando a autoestima dos idiotas, supervalorizou a estupidez, continua dando cargo aos imbecis e canalhas que continuam dilapidando o patrimônio público. E ainda acha que o defenda. Grandes mudanças kkkkkkk",bolsonaro," bolsonaro deu voz aos tolos, continuou elevando a autoestima dos idiotas, supervalorizou a estupidez, continua dando cargo aos imbecis e canalhas que continuam dilapidando o patrimônio público. e ainda acha que o defenda. grandes mudanças kkkkkkk"
2022-07-31 00:00:40+00:00,1553531052261605377,@Metropoles Transparência ??? E esses sigilos @jairbolsonaro #jaircorrupto,bolsonaro, transparência ??? e esses sigilos  
2022-07-31 00:00:38+00:00,1553531044711862279,@jairbolsonaro Show  Presidente Bolsonaro.  #BolsonaroReeleitoNoPrimeiroTurno,bolsonaro, show  presidente bolsonaro.  
2022-07-31 00:00:38+00:00,1553531041226391554,@alisson_drumond @carmelonetobr @jairbolsonaro MINTAGEM !!!além disso está no cercado 😂,bolsonaro,   mintagem !!!além disso está no cercado 😂
2022-07-31 00:00:36+00:00,1553531036474171398,@DaniloBalas @jairbolsonaro @tarcisiogdf @republicanos10 https://t.co/4L4RJLBjyK,bolsonaro,    
2022-07-31 00:00:35+00:00,1553531030992191488,"@BodeEsquerda Bateu o desespero no ladrão, 
até a robozada é Bolsonaro https://t.co/0uStZmScDd",bolsonaro," bateu o desespero no ladrão, até a robozada é bolsonaro "
2022-07-31 00:00:33+00:00,1553531020124749824,"BNews: 😂A debandada : Pré-candidatos evitam vínculo com Bolsonaro em campanhas no Nordeste.
https://t.co/jz6DGgkJwo

via @GoogleNews",bolsonaro,bnews: 😂a debandada : pré-candidatos evitam vínculo com bolsonaro em campanhas no nordeste. 
2022-07-31 00:00:32+00:00,1553531017553739776,Eu voto 🗳 🗳 bolsonaro https://t.co/le803cLClN,bolsonaro,eu voto 🗳 🗳 bolsonaro 
2022-07-31 00:00:32+00:00,1553531015846629379,"Vc sabia? Bolsonaro e seus militares estão cada vez mais perdidos por causa da pandemia... 
 https://t.co/8JbudgrIpQ",bolsonaro,vc sabia? bolsonaro e seus militares estão cada vez mais perdidos por causa da pandemia...  
2022-07-31 00:00:31+00:00,1553531014999318531,"Vc sabia? Bolsonaro que nunca se manifestou a favor do uso de máscara ou pediu a população para usar alcool gel, fala agora que a vacina não será obrigatória 
 https://t.co/A1BSvaylGB",bolsonaro,"vc sabia? bolsonaro que nunca se manifestou a favor do uso de máscara ou pediu a população para usar alcool gel, fala agora que a vacina não será obrigatória  "
2022-07-31 00:00:31+00:00,1553531014542131201,"@sci_denzelmito A vida nos fez amigos
Mais o bolsonaro nos fez irmãos🤝",bolsonaro, a vida nos fez amigosmais o bolsonaro nos fez irmãos🤝
2022-07-31 00:00:30+00:00,1553531010620575744,@JeffMoreiraJM10 @Eliezer13525486 @marcofeliciano @jairbolsonaro Se jesus apoiar esse tipo de cristão 2022 ...é melhor ele não voltar.... Pq tá sendo conivente com tudo esse lixo que tái,bolsonaro,    se jesus apoiar esse tipo de cristão 2022 ...é melhor ele não voltar.... pq tá sendo conivente com tudo esse lixo que tái
2022-07-31 00:00:30+00:00,1553531009999802369,"@reinaldoazevedo Esse ""biete é em defesa da roubalheira"" instituída pelo PT,  essa democracia que vcs pregam, destruiu o Brasil de todas as formas e pra corrigir e bolsonaro   ""o capitão do povo que vai vencer de novo"", aceita que não tem jeito.. https://t.co/OzHd3vrgLR",bolsonaro," esse ""biete é em defesa da roubalheira"" instituída pelo pt,  essa democracia que vcs pregam, destruiu o brasil de todas as formas e pra corrigir e bolsonaro   ""o capitão do povo que vai vencer de novo"", aceita que não tem jeito.. "
